Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
-----------------------------------------------
                0.00    0.00      36/36          std::vector<std::vector<double, std::allocator<double> >, std::allocator<std::vector<double, std::allocator<double> > > >* std::__relocate_a<std::vector<std::vector<double, std::allocator<double> >, std::allocator<std::vector<double, std::allocator<double> > > >*, std::vector<std::vector<double, std::allocator<double> >, std::allocator<std::vector<double, std::allocator<double> > > >*, std::allocator<std::vector<std::vector<double, std::allocator<double> >, std::allocator<std::vector<double, std::allocator<double> > > > > >(std::vector<std::vector<double, std::allocator<double> >, std::allocator<std::vector<double, std::allocator<double> > > >*, std::vector<std::vector<double, std::allocator<double> >, std::allocator<std::vector<double, std::allocator<double> > > >*, std::vector<std::vector<double, std::allocator<double> >, std::allocator<std::vector<double, std::allocator<double> > > >*, std::allocator<std::vector<std::vector<double, std::allocator<double> >, std::allocator<std::vector<double, std::allocator<double> > > > >&) [566]
[493]    0.0    0.00    0.00      36         std::vector<std::vector<double, std::allocator<double> >, std::allocator<std::vector<double, std::allocator<double> > > >* std::__niter_base<std::vector<std::vector<double, std::allocator<double> >, std::allocator<std::vector<double, std::allocator<double> > > >*>(std::vector<std::vector<double, std::allocator<double> >, std::allocator<std::vector<double, std::allocator<double> > > >*) [493]
-----------------------------------------------
                0.00    0.00       5/35          std::vector<Matrix<double>, std::allocator<Matrix<double> > >::_M_default_append(unsigned long) [149]
                0.00    0.00      10/35          std::vector<Matrix<double>, std::allocator<Matrix<double> > >::resize(unsigned long) [150]
                0.00    0.00      20/35          std::vector<Matrix<double>, std::allocator<Matrix<double> > >::_M_check_len(unsigned long, char const*) const [611]
[494]    0.0    0.00    0.00      35         std::vector<Matrix<double>, std::allocator<Matrix<double> > >::size() const [494]
-----------------------------------------------
                0.00    0.00      32/32          std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::max_size() const [496]
[495]    0.0    0.00    0.00      32         std::_Vector_base<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_M_get_Tp_allocator() const [495]
-----------------------------------------------
                0.00    0.00      16/32          std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_M_default_append(unsigned long) [200]
                0.00    0.00      16/32          std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_M_check_len(unsigned long, char const*) const [577]
[496]    0.0    0.00    0.00      32         std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::max_size() const [496]
                0.00    0.00      32/32          std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_S_max_size(std::allocator<std::vector<int, std::allocator<int> > > const&) [497]
                0.00    0.00      32/32          std::_Vector_base<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_M_get_Tp_allocator() const [495]
-----------------------------------------------
                0.00    0.00      32/32          std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::max_size() const [496]
[497]    0.0    0.00    0.00      32         std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_S_max_size(std::allocator<std::vector<int, std::allocator<int> > > const&) [497]
                0.00    0.00      32/2693833     unsigned long const& std::min<unsigned long>(unsigned long const&, unsigned long const&) [241]
-----------------------------------------------
                0.00    0.00      32/32          void std::_Destroy_aux<false>::__destroy<std::vector<int, std::allocator<int> >*>(std::vector<int, std::allocator<int> >*, std::vector<int, std::allocator<int> >*) [578]
[498]    0.0    0.00    0.00      32         void std::_Destroy<std::vector<int, std::allocator<int> > >(std::vector<int, std::allocator<int> >*) [498]
                0.00    0.00      32/46          std::vector<int, std::allocator<int> >::~vector() [480]
-----------------------------------------------
                0.00    0.00       1/31          MFParams::MFParams(Parameters&, Coordinates&, std::mersenne_twister_engine<unsigned long, 64ul, 312ul, 156ul, 31ul, 13043109905998158313ul, 29ul, 6148914691236517205ul, 17ul, 8202884508482404352ul, 37ul, 18444473444759240704ul, 43ul, 6364136223846793005ul>&, std::mersenne_twister_engine<unsigned long, 64ul, 312ul, 156ul, 31ul, 13043109905998158313ul, 29ul, 6148914691236517205ul, 17ul, 8202884508482404352ul, 37ul, 18444473444759240704ul, 43ul, 6364136223846793005ul>&) [70]
                0.00    0.00       8/31          Hamiltonian::Hamiltonian(Parameters&, Coordinates&, Coordinates&, MFParams&) [93]
                0.00    0.00      10/31          void std::_Construct<Matrix<double>>(Matrix<double>*) [216]
                0.00    0.00      12/31          Parameters::Parameters() [697]
[499]    0.0    0.00    0.00      31         Matrix<double>::Matrix() [499]
                0.00    0.00      31/385128      std::vector<double, std::allocator<double> >::vector() [286]
-----------------------------------------------
                0.00    0.00       6/29          Observables::Initialize() [85]
                0.00    0.00      23/29          Matrix<double>::resize(int, int) [42]
[500]    0.0    0.00    0.00      29         std::vector<double, std::allocator<double> >::clear() [500]
                0.00    0.00      29/428         std::vector<double, std::allocator<double> >::_M_erase_at_end(double*) [380]
-----------------------------------------------
                0.00    0.00       3/27          std::vector<std::vector<std::vector<std::vector<std::complex<double>, std::allocator<std::complex<double> > >, std::allocator<std::vector<std::complex<double>, std::allocator<std::complex<double> > > > >, std::allocator<std::vector<std::vector<std::complex<double>, std::allocator<std::complex<double> > >, std::allocator<std::vector<std::complex<double>, std::allocator<std::complex<double> > > > > > >, std::allocator<std::vector<std::vector<std::vector<std::complex<double>, std::allocator<std::complex<double> > >, std::allocator<std::vector<std::complex<double>, std::allocator<std::complex<double> > > > >, std::allocator<std::vector<std::vector<std::complex<double>, std::allocator<std::complex<double> > >, std::allocator<std::vector<std::complex<double>, std::allocator<std::complex<double> > > > > > > > >::_M_default_append(unsigned long) [210]
                0.00    0.00      12/27          std::vector<std::vector<std::vector<std::vector<std::complex<double>, std::allocator<std::complex<double> > >, std::allocator<std::vector<std::complex<double>, std::allocator<std::complex<double> > > > >, std::allocator<std::vector<std::vector<std::complex<double>, std::allocator<std::complex<double> > >, std::allocator<std::vector<std::complex<double>, std::allocator<std::complex<double> > > > > > >, std::allocator<std::vector<std::vector<std::vector<std::complex<double>, std::allocator<std::complex<double> > >, std::allocator<std::vector<std::complex<double>, std::allocator<std::complex<double> > > > >, std::allocator<std::vector<std::vector<std::complex<double>, std::allocator<std::complex<double> > >, std::allocator<std::vector<std::complex<double>, std::allocator<std::complex<double> > > > > > > > >::resize(unsigned long) [206]
                0.00    0.00      12/27          std::vector<std::vector<std::vector<std::vector<std::complex<double>, std::allocator<std::complex<double> > >, std::allocator<std::vector<std::complex<double>, std::allocator<std::complex<double> > > > >, std::allocator<std::vector<std::vector<std::complex<double>, std::allocator<std::complex<double> > >, std::allocator<std::vector<std::complex<double>, std::allocator<std::complex<double> > > > > > >, std::allocator<std::vector<std::vector<std::vector<std::complex<double>, std::allocator<std::complex<double> > >, std::allocator<std::vector<std::complex<double>, std::allocator<std::complex<double> > > > >, std::allocator<std::vector<std::vector<std::complex<double>, std::allocator<std::complex<double> > >, std::allocator<std::vector<std::complex<double>, std::allocator<std::complex<double> > > > > > > > >::_M_check_len(unsigned long, char const*) const [631]
[501]    0.0    0.00    0.00      27         std::vector<std::vector<std::vector<std::vector<std::complex<double>, std::allocator<std::complex<double> > >, std::allocator<std::vector<std::complex<double>, std::allocator<std::complex<double> > > > >, std::allocator<std::vector<std::vector<std::complex<double>, std::allocator<std::complex<double> > >, std::allocator<std::vector<std::complex<double>, std::allocator<std::complex<double> > > > > > >, std::allocator<std::vector<std::vector<std::vector<std::complex<double>, std::allocator<std::complex<double> > >, std::allocator<std::vector<std::complex<double>, std::allocator<std::complex<double> > > > >, std::allocator<std::vector<std::vector<std::complex<double>, std::allocator<std::complex<double> > >, std::allocator<std::vector<std::complex<double>, std::allocator<std::complex<double> > > > > > > > >::size() const [501]
-----------------------------------------------
                0.00    0.00       3/27          std::vector<std::vector<std::vector<std::vector<double, std::allocator<double> >, std::allocator<std::vector<double, std::allocator<double> > > >, std::allocator<std::vector<std::vector<double, std::allocator<double> >, std::allocator<std::vector<double, std::allocator<double> > > > > >, std::allocator<std::vector<std::vector<std::vector<double, std::allocator<double> >, std::allocator<std::vector<double, std::allocator<double> > > >, std::allocator<std::vector<std::vector<double, std::allocator<double> >, std::allocator<std::vector<double, std::allocator<double> > > > > > > >::_M_default_append(unsigned long) [211]
                0.00    0.00      12/27          std::vector<std::vector<std::vector<std::vector<double, std::allocator<double> >, std::allocator<std::vector<double, std::allocator<double> > > >, std::allocator<std::vector<std::vector<double, std::allocator<double> >, std::allocator<std::vector<double, std::allocator<double> > > > > >, std::allocator<std::vector<std::vector<std::vector<double, std::allocator<double> >, std::allocator<std::vector<double, std::allocator<double> > > >, std::allocator<std::vector<std::vector<double, std::allocator<double> >, std::allocator<std::vector<double, std::allocator<double> > > > > > > >::resize(unsigned long) [207]
                0.00    0.00      12/27          std::vector<std::vector<std::vector<std::vector<double, std::allocator<double> >, std::allocator<std::vector<double, std::allocator<double> > > >, std::allocator<std::vector<std::vector<double, std::allocator<double> >, std::allocator<std::vector<double, std::allocator<double> > > > > >, std::allocator<std::vector<std::vector<std::vector<double, std::allocator<double> >, std::allocator<std::vector<double, std::allocator<double> > > >, std::allocator<std::vector<std::vector<double, std::allocator<double> >, std::allocator<std::vector<double, std::allocator<double> > > > > > > >::_M_check_len(unsigned long, char const*) const [632]
[502]    0.0    0.00    0.00      27         std::vector<std::vector<std::vector<std::vector<double, std::allocator<double> >, std::allocator<std::vector<double, std::allocator<double> > > >, std::allocator<std::vector<std::vector<double, std::allocator<double> >, std::allocator<std::vector<double, std::allocator<double> > > > > >, std::allocator<std::vector<std::vector<std::vector<double, std::allocator<double> >, std::allocator<std::vector<double, std::allocator<double> > > >, std::allocator<std::vector<std::vector<double, std::allocator<double> >, std::allocator<std::vector<double, std::allocator<double> > > > > > > >::size() const [502]
-----------------------------------------------
                0.00    0.00      25/25          Parameters::Initialize(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >) [68]
[503]    0.0    0.00    0.00      25         Parameters::matchstring2(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >) [503]
-----------------------------------------------
                0.00    0.00      12/24          std::_Vector_base<std::vector<std::vector<std::complex<double>, std::allocator<std::complex<double> > >, std::allocator<std::vector<std::complex<double>, std::allocator<std::complex<double> > > > >, std::allocator<std::vector<std::vector<std::complex<double>, std::allocator<std::complex<double> > >, std::allocator<std::vector<std::complex<double>, std::allocator<std::complex<double> > > > > > >::~_Vector_base() [540]
                0.00    0.00      12/24          std::vector<std::vector<std::vector<std::complex<double>, std::allocator<std::complex<double> > >, std::allocator<std::vector<std::complex<double>, std::allocator<std::complex<double> > > > >, std::allocator<std::vector<std::vector<std::complex<double>, std::allocator<std::complex<double> > >, std::allocator<std::vector<std::complex<double>, std::allocator<std::complex<double> > > > > > >::_M_default_append(unsigned long) [180]
[504]    0.0    0.00    0.00      24         std::_Vector_base<std::vector<std::vector<std::complex<double>, std::allocator<std::complex<double> > >, std::allocator<std::vector<std::complex<double>, std::allocator<std::complex<double> > > > >, std::allocator<std::vector<std::vector<std::complex<double>, std::allocator<std::complex<double> > >, std::allocator<std::vector<std::complex<double>, std::allocator<std::complex<double> > > > > > >::_M_deallocate(std::vector<std::vector<std::complex<double>, std::allocator<std::complex<double> > >, std::allocator<std::vector<std::complex<double>, std::allocator<std::complex<double> > > > >*, unsigned long) [504]
                0.00    0.00      12/12          std::__new_allocator<std::vector<std::vector<std::complex<double>, std::allocator<std::complex<double> > >, std::allocator<std::vector<std::complex<double>, std::allocator<std::complex<double> > > > > >::deallocate(std::vector<std::vector<std::complex<double>, std::allocator<std::complex<double> > >, std::allocator<std::vector<std::complex<double>, std::allocator<std::complex<double> > > > >*, unsigned long) [547]
-----------------------------------------------
                0.00    0.00      12/24          std::vector<std::vector<std::vector<double, std::allocator<double> >, std::allocator<std::vector<double, std::allocator<double> > > >, std::allocator<std::vector<std::vector<double, std::allocator<double> >, std::allocator<std::vector<double, std::allocator<double> > > > > >::_M_default_append(unsigned long) [181]
                0.00    0.00      12/24          std::_Vector_base<std::vector<std::vector<double, std::allocator<double> >, std::allocator<std::vector<double, std::allocator<double> > > >, std::allocator<std::vector<std::vector<double, std::allocator<double> >, std::allocator<std::vector<double, std::allocator<double> > > > > >::~_Vector_base() [546]
[505]    0.0    0.00    0.00      24         std::_Vector_base<std::vector<std::vector<double, std::allocator<double> >, std::allocator<std::vector<double, std::allocator<double> > > >, std::allocator<std::vector<std::vector<double, std::allocator<double> >, std::allocator<std::vector<double, std::allocator<double> > > > > >::_M_deallocate(std::vector<std::vector<double, std::allocator<double> >, std::allocator<std::vector<double, std::allocator<double> > > >*, unsigned long) [505]
                0.00    0.00      12/12          std::__new_allocator<std::vector<std::vector<double, std::allocator<double> >, std::allocator<std::vector<double, std::allocator<double> > > > >::deallocate(std::vector<std::vector<double, std::allocator<double> >, std::allocator<std::vector<double, std::allocator<double> > > >*, unsigned long) [550]
-----------------------------------------------
                0.00    0.00       8/24          std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::~vector() [601]
                0.00    0.00      16/24          std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_M_default_append(unsigned long) [200]
[506]    0.0    0.00    0.00      24         std::_Vector_base<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_M_get_Tp_allocator() [506]
-----------------------------------------------
                0.00    0.00      12/24          void std::_Destroy_aux<false>::__destroy<std::vector<std::vector<std::vector<std::complex<double>, std::allocator<std::complex<double> > >, std::allocator<std::vector<std::complex<double>, std::allocator<std::complex<double> > > > >, std::allocator<std::vector<std::vector<std::complex<double>, std::allocator<std::complex<double> > >, std::allocator<std::vector<std::complex<double>, std::allocator<std::complex<double> > > > > > >*>(std::vector<std::vector<std::vector<std::complex<double>, std::allocator<std::complex<double> > >, std::allocator<std::vector<std::complex<double>, std::allocator<std::complex<double> > > > >, std::allocator<std::vector<std::vector<std::complex<double>, std::allocator<std::complex<double> > >, std::allocator<std::vector<std::complex<double>, std::allocator<std::complex<double> > > > > > >*, std::vector<std::vector<std::vector<std::complex<double>, std::allocator<std::complex<double> > >, std::allocator<std::vector<std::complex<double>, std::allocator<std::complex<double> > > > >, std::allocator<std::vector<std::vector<std::complex<double>, std::allocator<std::complex<double> > >, std::allocator<std::vector<std::complex<double>, std::allocator<std::complex<double> > > > > > >*) [112]
                0.00    0.00      12/24          std::vector<std::vector<std::vector<std::complex<double>, std::allocator<std::complex<double> > >, std::allocator<std::vector<std::complex<double>, std::allocator<std::complex<double> > > > >, std::allocator<std::vector<std::vector<std::complex<double>, std::allocator<std::complex<double> > >, std::allocator<std::vector<std::complex<double>, std::allocator<std::complex<double> > > > > > >* std::__uninitialized_default_n_1<false>::__uninit_default_n<std::vector<std::vector<std::vector<std::complex<double>, std::allocator<std::complex<double> > >, std::allocator<std::vector<std::complex<double>, std::allocator<std::complex<double> > > > >, std::allocator<std::vector<std::vector<std::complex<double>, std::allocator<std::complex<double> > >, std::allocator<std::vector<std::complex<double>, std::allocator<std::complex<double> > > > > > >*, unsigned long>(std::vector<std::vector<std::vector<std::complex<double>, std::allocator<std::complex<double> > >, std::allocator<std::vector<std::complex<double>, std::allocator<std::complex<double> > > > >, std::allocator<std::vector<std::vector<std::complex<double>, std::allocator<std::complex<double> > >, std::allocator<std::vector<std::complex<double>, std::allocator<std::complex<double> > > > > > >*, unsigned long) [208]
[507]    0.0    0.00    0.00      24         std::vector<std::vector<std::vector<std::complex<double>, std::allocator<std::complex<double> > >, std::allocator<std::vector<std::complex<double>, std::allocator<std::complex<double> > > > >, std::allocator<std::vector<std::vector<std::complex<double>, std::allocator<std::complex<double> > >, std::allocator<std::vector<std::complex<double>, std::allocator<std::complex<double> > > > > > >* std::__addressof<std::vector<std::vector<std::vector<std::complex<double>, std::allocator<std::complex<double> > >, std::allocator<std::vector<std::complex<double>, std::allocator<std::complex<double> > > > >, std::allocator<std::vector<std::vector<std::complex<double>, std::allocator<std::complex<double> > >, std::allocator<std::vector<std::complex<double>, std::allocator<std::complex<double> > > > > > > >(std::vector<std::vector<std::vector<std::complex<double>, std::allocator<std::complex<double> > >, std::allocator<std::vector<std::complex<double>, std::allocator<std::complex<double> > > > >, std::allocator<std::vector<std::vector<std::complex<double>, std::allocator<std::complex<double> > >, std::allocator<std::vector<std::complex<double>, std::allocator<std::complex<double> > > > > > >&) [507]
-----------------------------------------------
                0.00    0.00      12/24          void std::_Destroy_aux<false>::__destroy<std::vector<std::vector<std::vector<double, std::allocator<double> >, std::allocator<std::vector<double, std::allocator<double> > > >, std::allocator<std::vector<std::vector<double, std::allocator<double> >, std::allocator<std::vector<double, std::allocator<double> > > > > >*>(std::vector<std::vector<std::vector<double, std::allocator<double> >, std::allocator<std::vector<double, std::allocator<double> > > >, std::allocator<std::vector<std::vector<double, std::allocator<double> >, std::allocator<std::vector<double, std::allocator<double> > > > > >*, std::vector<std::vector<std::vector<double, std::allocator<double> >, std::allocator<std::vector<double, std::allocator<double> > > >, std::allocator<std::vector<std::vector<double, std::allocator<double> >, std::allocator<std::vector<double, std::allocator<double> > > > > >*) [128]
                0.00    0.00      12/24          std::vector<std::vector<std::vector<double, std::allocator<double> >, std::allocator<std::vector<double, std::allocator<double> > > >, std::allocator<std::vector<std::vector<double, std::allocator<double> >, std::allocator<std::vector<double, std::allocator<double> > > > > >* std::__uninitialized_default_n_1<false>::__uninit_default_n<std::vector<std::vector<std::vector<double, std::allocator<double> >, std::allocator<std::vector<double, std::allocator<double> > > >, std::allocator<std::vector<std::vector<double, std::allocator<double> >, std::allocator<std::vector<double, std::allocator<double> > > > > >*, unsigned long>(std::vector<std::vector<std::vector<double, std::allocator<double> >, std::allocator<std::vector<double, std::allocator<double> > > >, std::allocator<std::vector<std::vector<double, std::allocator<double> >, std::allocator<std::vector<double, std::allocator<double> > > > > >*, unsigned long) [209]
[508]    0.0    0.00    0.00      24         std::vector<std::vector<std::vector<double, std::allocator<double> >, std::allocator<std::vector<double, std::allocator<double> > > >, std::allocator<std::vector<std::vector<double, std::allocator<double> >, std::allocator<std::vector<double, std::allocator<double> > > > > >* std::__addressof<std::vector<std::vector<std::vector<double, std::allocator<double> >, std::allocator<std::vector<double, std::allocator<double> > > >, std::allocator<std::vector<std::vector<double, std::allocator<double> >, std::allocator<std::vector<double, std::allocator<double> > > > > > >(std::vector<std::vector<std::vector<double, std::allocator<double> >, std::allocator<std::vector<double, std::allocator<double> > > >, std::allocator<std::vector<std::vector<double, std::allocator<double> >, std::allocator<std::vector<double, std::allocator<double> > > > > >&) [508]
-----------------------------------------------
                0.00    0.00      24/24          std::vector<int, std::allocator<int> >* std::__relocate_a<std::vector<int, std::allocator<int> >*, std::vector<int, std::allocator<int> >*, std::allocator<std::vector<int, std::allocator<int> > > >(std::vector<int, std::allocator<int> >*, std::vector<int, std::allocator<int> >*, std::vector<int, std::allocator<int> >*, std::allocator<std::vector<int, std::allocator<int> > >&) [602]
[509]    0.0    0.00    0.00      24         std::vector<int, std::allocator<int> >* std::__niter_base<std::vector<int, std::allocator<int> >*>(std::vector<int, std::allocator<int> >*) [509]
-----------------------------------------------
                0.00    0.00       8/23          std::vector<Matrix<double>, std::allocator<Matrix<double> > >::~vector() [148]
                0.00    0.00      15/23          std::vector<Matrix<double>, std::allocator<Matrix<double> > >::_M_default_append(unsigned long) [149]
[510]    0.0    0.00    0.00      23         std::_Vector_base<Matrix<double>, std::allocator<Matrix<double> > >::_M_get_Tp_allocator() [510]
-----------------------------------------------
                0.00    0.00      22/22          Parameters::Initialize(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >) [68]
[511]    0.0    0.00    0.00      22         std::__cxx11::to_string(int) [511]
                0.00    0.00      22/22          unsigned int std::__detail::__to_chars_len<unsigned int>(unsigned int, int) [512]
                0.00    0.00      22/139         std::__new_allocator<char>::~__new_allocator() [404]
                0.00    0.00      22/22          void std::__detail::__to_chars_10_impl<unsigned int>(char*, unsigned int, unsigned int) [513]
-----------------------------------------------
                0.00    0.00      22/22          std::__cxx11::to_string(int) [511]
[512]    0.0    0.00    0.00      22         unsigned int std::__detail::__to_chars_len<unsigned int>(unsigned int, int) [512]
-----------------------------------------------
                0.00    0.00      22/22          std::__cxx11::to_string(int) [511]
[513]    0.0    0.00    0.00      22         void std::__detail::__to_chars_10_impl<unsigned int>(char*, unsigned int, unsigned int) [513]
-----------------------------------------------
                0.00    0.00      20/20          std::vector<Matrix<double>, std::allocator<Matrix<double> > >::max_size() const [515]
[514]    0.0    0.00    0.00      20         std::_Vector_base<Matrix<double>, std::allocator<Matrix<double> > >::_M_get_Tp_allocator() const [514]
-----------------------------------------------
                0.00    0.00      10/20          std::vector<Matrix<double>, std::allocator<Matrix<double> > >::_M_default_append(unsigned long) [149]
                0.00    0.00      10/20          std::vector<Matrix<double>, std::allocator<Matrix<double> > >::_M_check_len(unsigned long, char const*) const [611]
[515]    0.0    0.00    0.00      20         std::vector<Matrix<double>, std::allocator<Matrix<double> > >::max_size() const [515]
                0.00    0.00      20/20          std::vector<Matrix<double>, std::allocator<Matrix<double> > >::_S_max_size(std::allocator<Matrix<double> > const&) [516]
                0.00    0.00      20/20          std::_Vector_base<Matrix<double>, std::allocator<Matrix<double> > >::_M_get_Tp_allocator() const [514]
-----------------------------------------------
                0.00    0.00      20/20          std::vector<Matrix<double>, std::allocator<Matrix<double> > >::max_size() const [515]
[516]    0.0    0.00    0.00      20         std::vector<Matrix<double>, std::allocator<Matrix<double> > >::_S_max_size(std::allocator<Matrix<double> > const&) [516]
                0.00    0.00      20/2693833     unsigned long const& std::min<unsigned long>(unsigned long const&, unsigned long const&) [241]
-----------------------------------------------
                0.00    0.00      10/20          void std::_Destroy_aux<false>::__destroy<Matrix<double>*>(Matrix<double>*, Matrix<double>*) [144]
                0.00    0.00      10/20          Matrix<double>* std::__uninitialized_default_n_1<false>::__uninit_default_n<Matrix<double>*, unsigned long>(Matrix<double>*, unsigned long) [217]
[517]    0.0    0.00    0.00      20         Matrix<double>* std::__addressof<Matrix<double> >(Matrix<double>&) [517]
-----------------------------------------------
                0.00    0.00      20/20          Parameters::Initialize(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >) [68]
[518]    0.0    0.00    0.00      20         std::operator|(std::_Ios_Openmode, std::_Ios_Openmode) [518]
-----------------------------------------------
                0.00    0.00      18/18          std::vector<std::complex<double>, std::allocator<std::complex<double> > >::clear() [520]
[519]    0.0    0.00    0.00      18         std::vector<std::complex<double>, std::allocator<std::complex<double> > >::_M_erase_at_end(std::complex<double>*) [519]
                0.00    0.00       6/858030      std::_Vector_base<std::complex<double>, std::allocator<std::complex<double> > >::_M_get_Tp_allocator() [258]
                0.00    0.00       6/128122      void std::_Destroy<std::complex<double>*>(std::complex<double>*, std::complex<double>*) [327]
-----------------------------------------------
                0.00    0.00      18/18          Matrix<std::complex<double> >::resize(int, int) [95]
[520]    0.0    0.00    0.00      18         std::vector<std::complex<double>, std::allocator<std::complex<double> > >::clear() [520]
                0.00    0.00      18/18          std::vector<std::complex<double>, std::allocator<std::complex<double> > >::_M_erase_at_end(std::complex<double>*) [519]
-----------------------------------------------
                0.00    0.00      16/16          MFParams::initialize() [69]
[521]    0.0    0.00    0.00      16         MFParams::random2() [521]
                0.00    0.00      16/384080      double std::uniform_real_distribution<double>::operator()<std::mersenne_twister_engine<unsigned long, 64ul, 312ul, 156ul, 31ul, 13043109905998158313ul, 29ul, 6148914691236517205ul, 17ul, 8202884508482404352ul, 37ul, 18444473444759240704ul, 43ul, 6364136223846793005ul> >(std::mersenne_twister_engine<unsigned long, 64ul, 312ul, 156ul, 31ul, 13043109905998158313ul, 29ul, 6148914691236517205ul, 17ul, 8202884508482404352ul, 37ul, 18444473444759240704ul, 43ul, 6364136223846793005ul>&) [294]
-----------------------------------------------
                0.00    0.00       8/16          std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_M_default_append(unsigned long) [200]
                0.00    0.00       8/16          std::_Vector_base<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::~_Vector_base() [589]
[522]    0.0    0.00    0.00      16         std::_Vector_base<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_M_deallocate(std::vector<int, std::allocator<int> >*, unsigned long) [522]
                0.00    0.00       8/8           std::__new_allocator<std::vector<int, std::allocator<int> > >::deallocate(std::vector<int, std::allocator<int> >*, unsigned long) [591]
-----------------------------------------------
                0.00    0.00       8/16          void std::_Destroy_aux<false>::__destroy<std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >*>(std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >*, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >*) [670]
                0.00    0.00       8/16          std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >* std::__uninitialized_default_n_1<false>::__uninit_default_n<std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >*, unsigned long>(std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >*, unsigned long) [221]
[523]    0.0    0.00    0.00      16         std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >* std::__addressof<std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > >(std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >&) [523]
-----------------------------------------------
                0.00    0.00       2/14          std::vector<std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >, std::allocator<std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > > >::_M_default_append(unsigned long) [222]
                0.00    0.00       4/14          std::vector<std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >, std::allocator<std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > > >::resize(unsigned long) [223]
                0.00    0.00       8/14          std::vector<std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >, std::allocator<std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > > >::_M_check_len(unsigned long, char const*) const [669]
[524]    0.0    0.00    0.00      14         std::vector<std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >, std::allocator<std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > > >::size() const [524]
-----------------------------------------------
                0.00    0.00      14/14          std::vector<int, std::allocator<int> >::clear() [526]
[525]    0.0    0.00    0.00      14         std::vector<int, std::allocator<int> >::_M_erase_at_end(int*) [525]
-----------------------------------------------
                0.00    0.00       4/14          Matrix<int>::resize(int, int) [226]
                0.00    0.00      10/14          Coordinates::Numbering() [171]
[526]    0.0    0.00    0.00      14         std::vector<int, std::allocator<int> >::clear() [526]
                0.00    0.00      14/14          std::vector<int, std::allocator<int> >::_M_erase_at_end(int*) [525]
-----------------------------------------------
                0.00    0.00       5/13          std::vector<Matrix<double>, std::allocator<Matrix<double> > >::_M_default_append(unsigned long) [149]
